primaryName,birthYear,nconst,deathYear,primaryProfession,knownForTitles,Ethnicity
Alex Rocco,1936,nm0733678,2015,actor,"tt0475394,tt0419749,tt0068646,tt0209475",NA
Alex Roe,1990,nm1025139,\N,"actor,producer,soundtrack","tt2304933,tt3416536,tt4103724",English
Alex Russell,1987,nm3887625,\N,"actor,producer,director","tt1517260,tt1706593,tt1809398,tt1939659","English, other"
Alex Saxon,\N,nm4273749,\N,actor,"tt2249007,tt10313176,tt2262532",NA
Alex Veadov,1962,nm0891514,\N,"actor,miscellaneous,director","tt1591479,tt0498399,tt0118571,tt3475734",NA
Alex Winzenread,\N,nm2461191,\N,actor,tt0905994,NA
Alex Wolff,1997,nm1842974,\N,"actor,soundtrack,composer","tt11003218,tt7784604,tt4572514,tt10954652","*father – Ashkenazi Jewish
*mother – English, German, some Scottish, along with 1/256th Portuguese Azorean, and distant Welsh, Jersey/Channel Islander, and French"
Alex Zahara,\N,nm0951912,\N,"actor,casting_department,producer","tt0120657,tt1528071,tt0316356,tt1190080",NA
Alexa Davalos,1982,nm1111968,\N,actress,"tt0884328,tt0296572,tt1034303,tt0800320","*father – Ashkenazi Jewish
*mother – Spanish, Finnish, Dutch-Indonesian, distant Swedish"
Alexa Jago,\N,nm0415620,\N,"actress,producer,manager","tt0990363,tt3622120,tt0114898,tt0372401",NA
Alexa Nikolas,1992,nm1054247,\N,actress,"tt1865346,tt0386649,tt0415463,tt0873886",Greek (one half)
Alexa PenaVega,1988,nm0891786,\N,"actress,soundtrack,music_department","tt0893412,tt0338459,tt0287717,tt0227538",NA
Alexander Bedria,\N,nm3216166,\N,"actor,writer,producer","tt10691162,tt6111130,tt10323338,tt5715524",NA
Alexander Brough,\N,nm2603628,\N,"producer,actor,sound_department","tt2125467,tt3214448,tt12786756,tt0995051",NA
Alexander Carroll,\N,nm1289674,\N,actor,"tt7725422,tt0069658,tt3475734",NA
Alexander Enberg,1972,nm0256717,\N,"actor,special_effects,visual_effects","tt0092455,tt0110216,tt0203946,tt0348111",NA
Alexander Karim,1976,nm0992562,\N,"actor,writer,assistant_director","tt2180271,tt1274586,tt1790885,tt2568204",NA
Alexander Ludwig,1992,nm1573253,\N,"actor,producer,writer","tt1392170,tt1502397,tt1091191,tt2306299","*father – German, Belgian
*mother – English, Scottish, German, Jersey/Channel Islander"
Alexander Mariani,\N,nm9431152,\N,actor,tt3544014,NA
Alexander Nifong,\N,nm3412808,\N,actor,"tt3745678,tt1437351,tt1540005,tt1578873",NA
Alexander Poe,\N,nm2648358,\N,"director,actor,writer","tt0397078,tt1396954,tt1358473,tt1853555",NA
Alexander Roos,1988,nm0740390,\N,"producer,actor,miscellaneous","tt0138474,tt0277895,tt1421051,tt3260412",NA
Alexander Siddig,1965,nm0796502,\N,"actor,director,soundtrack","tt0483607,tt0320661,tt0253556,tt0106145","*father – Sudanese [Nubian, Arab]
*mother – English, small amount of Scottish and Irish"
Alexander Skarsgård,1976,nm0002907,\N,"actor,producer,director","tt7598448,tt0918940,tt3920596,tt0844441",NA
Alexander Wraith,\N,nm2066764,\N,"actor,writer,director","tt13624900,tt0475784,tt2372162,tt8111088",NA
Alexandra Adi,1971,nm0004301,\N,actress,"tt0116168,tt0118887,tt0155776,tt0163651",NA
Alexandra Brandl,1990,nm1068748,\N,"actress,editor,sound_department","tt0391659,tt0321021,tt0165598,tt0413573",NA
Alexandra Chando,1986,nm1322469,\N,"actress,director,producer","tt1798274,tt0048845,tt4419948","Italian (maternal grandfather), Rusyn, Slovak, Polish, Ukrainian"
Alexandra Daddario,1986,nm1275259,\N,"actress,producer,soundtrack","tt1572315,tt0814255,tt1854564,tt1469304","Italian (37.5%), Irish, Hungarian/Slovak, German, English"
Alexandra Holden,1977,nm0005016,\N,actress,"tt2294677,tt0157503,tt0302640,tt0308152","*50% Swedish
*25% British Isles [English, remote Scottish and Irish]
*12.5% German
*12.5% Norwegian"
Alexandra Krosney,1988,nm1153215,\N,"actress,soundtrack","tt0491738,tt0411008,tt0859622,tt1828327",NA
Alexandra Manea,1982,nm3422737,\N,"actress,producer,writer","tt4577466,tt8111088,tt2364582,tt0247082",NA
Alexandra Maria Lara,1978,nm0487884,\N,"actress,soundtrack","tt1981128,tt0976051,tt0363163,tt1979320",Romanian
Alexandra Paul,1963,nm0000575,\N,"actress,producer,writer","tt0092925,tt14112080,tt0117723,tt0085333",NA
Alexandra Shipp,1991,nm3381295,\N,"actress,producer,soundtrack","tt6565702,tt1398426,tt4463894,tt3385516","*father – African-American
*mother – English, Scottish, Irish, Scots-Irish/Northern Irish"
Alexandra Turshen,1986,nm4078666,\N,"actress,director,producer","tt15390524,tt3973820,tt2249007,tt6116060",NA
Alexandre Bailly,\N,nm2843513,\N,"actor,stunts,producer","tt3338478,tt5970844,tt3338476,tt1552224",NA
Alexandre Borges,1966,nm0096542,\N,"actor,producer,art_department","tt0138256,tt0114651,tt0303408,tt1781724",NA
Alexi Wasser,1981,nm1597498,\N,"actress,producer,writer","tt6265828,tt7604760,tt1723816,tt2364582",NA
Alexia Fast,1992,nm2145177,\N,"actress,camera_department,soundtrack","tt4047038,tt0790724,tt23806672,tt3231564",NA
Alexia Rasmussen,1985,nm3083352,\N,"actress,art_department,assistant_director","tt1637706,tt1274296,tt1151410,tt3277624",NA
Alexie Gilmore,1976,nm1773268,\N,"actress,producer","tt0832266,tt2885364,tt1967545,tt1262981",NA
Alexis Bledel,1981,nm0088127,\N,"actress,soundtrack,producer","tt0403508,tt0401792,tt0238784,tt0283084","Danish, Scottish, English, Irish, Welsh, distant French, German, and Dutch"
Alexis Carra,1981,nm2941101,\N,"actress,producer,miscellaneous","tt0413573,tt2484224,tt4405816,tt1382367",NA
Alexis Clagett,\N,nm3693309,\N,actress,tt1055292,NA
Alexis Dziena,1984,nm1232226,\N,actress,"tt0770752,tt1185416,tt0412019,tt0981227","*Polish, Irish (father)
*Italian (mother)"
Alexis G. Zall,1998,nm5359536,\N,"actress,writer,producer","tt4361050,tt6869644,tt11885734,tt7487358",NA
Alexis Iacono,\N,nm1477266,\N,"actress,producer,casting_department","tt0374201,tt3652616,tt1663222,tt2359347",NA
Alexis Jones,\N,nm4776565,\N,actress,"tt0772137,tt2670016,tt3770662,tt6598340",NA
Alexis Kendra,1983,nm2452551,\N,"actress,producer,writer","tt3432552,tt0817230,tt1830713,tt7044076",NA
Alexis Knapp,1989,nm3625065,\N,"actress,soundtrack,producer","tt1636826,tt2848292,tt4765284,tt1981677","*father – German, English, Scottish, Irish, distant Dutch
*mother – Ecuadorian, Cuban"
Alexis Thorpe,1980,nm0005490,\N,actress,"tt0328828,tt0058796,tt0417056,tt0756683","Lebanese (maternal grandfather), English, other"
Alexis Zibolis,1979,nm2080004,\N,actress,"tt0069658,tt0918554,tt1504991,tt0810817",NA
Alexz Johnson,1986,nm0424481,\N,"soundtrack,actress,music_department","tt0169247,tt0420416,tt1018820,tt0414982",NA
Alfie Allen,1986,nm0654295,\N,"actor,soundtrack","tt0467200,tt2911666,tt0944947,tt3829266","Welsh, English, Irish"
Alfre Woodard,1952,nm0005569,\N,"actress,producer,soundtrack","tt0117731,tt3322940,tt2024544,tt0272152",African-American
Alfred Molina,1953,nm0000547,\N,"actor,producer,soundtrack","tt0118749,tt0175880,tt0316654,tt0120679","*Spanish (father)
*Italian (mother)"
Alfred Munyua,\N,nm3662123,\N,actor,"tt2431438,tt8360146,tt0790663,tt16024170",NA
Alfred Robles,\N,nm3636365,\N,"actor,writer","tt8493638,tt21193916,tt1545510,tt8403536",NA
Alfredo Narciso,\N,nm1283912,\N,"actor,producer,production_manager","tt1796960,tt1648190,tt14016500,tt8421350",NA
Algee Smith,1994,nm4861346,\N,"actor,soundtrack","tt13029044,tt9784798,tt5580266,tt5390504",African-American
Algenis Perez Soto,\N,nm2714417,\N,actor,"tt7680734,tt3297880,tt4154664,tt0990413",NA
Ali Arslan,\N,nm8105832,\N,"miscellaneous,actor","tt4320258,tt5647758,tt9124428,tt10324306",NA
Ali Faulkner,\N,nm3137126,\N,"actress,soundtrack,producer","tt5963908,tt2517044,tt1324999,tt15837716",NA
Ali Larter,1976,nm0005123,\N,"actress,producer,music_department","tt0250494,tt1198138,tt2592614,tt0195714","English, Irish, small amounts of Scottish and Welsh, distant Dutch and French-Canadian"
Ali Liebert,1981,nm1650932,\N,"actress,director,producer","tt1955311,tt6461706,tt4297126,tt2543472","German, French-Canadian, possibly other"
Ali Reza,1967,nm0995946,\N,"actor,writer,producer","tt1194173,tt1334512,tt0072562,tt1226273",NA
Alia Shawkat,1989,nm0790057,\N,"actress,producer,soundtrack","tt6958014,tt1758795,tt1172233,tt0367279","*50% Iraqi
*25% Norwegian
*12.5% Irish
*12.5% Sicilian/Italian/Arbëreshë"
Alice Barrett,1956,nm0057055,\N,"actress,miscellaneous","tt0798817,tt0057731,tt1024715,tt0928414",NA
Alice Braga,1983,nm0103797,\N,"actress,producer,director","tt0480249,tt1424381,tt1053424,tt1535108","Brazilian [Portuguese, some Indigenous and African]"
Alice Drummond,1928,nm0238541,2016,actress,"tt0114682,tt0109040,tt0087332,tt0099077",NA
Alice Dylan,\N,nm0245882,\N,"actress,producer","tt0212517,tt20115628",NA
Alice Englert,1994,nm2129444,\N,"actress,director,writer","tt4854170,tt1559547,tt21221240,tt2115295","English, Scottish, Welsh, Irish, German, possibly other"
Alice Evans,\N,nm0262521,\N,"actress,soundtrack","tt0211181,tt0264333,tt0411008,tt0147800",NA
Alice Eve,1982,nm1404408,\N,"actress,producer,director","tt1408101,tt0443465,tt1409024,tt0815236","Irish, Welsh, English"
Alice Greczyn,1986,nm1445490,\N,"actress,writer,camera_department","tt1135985,tt0492486,tt1798274,tt0377818","French, Japanese, and Polish, with smaller amounts of Chinese, Korean, German, Irish, Native American, Scottish, English, Greek, Hungarian, Turkish, Swedish, and Czech"
Alice Krige,1954,nm0000481,\N,"actress,producer,writer","tt0105428,tt0117731,tt1981115,tt9086228","*father – Afrikaner [Dutch, German, French Huguenot, Belgian, distant Swiss-German]
*mother – English, distant Irish"
Alice Macdonald,\N,nm3948907,\N,"actress,miscellaneous","tt0472954,tt2380716,tt2281159,tt1958007",NA
Alicia Coppola,1968,nm0178870,\N,"actress,producer,director","tt0057731,tt8305358,tt3787590,tt0465234",NA
Alicia Keys,1981,nm1006024,\N,"music_artist,soundtrack,actress","tt0416212,tt0475394,tt0489237,tt1872181",NA
Alicia Leigh Willis,1978,nm0932265,\N,actress,"tt0278488,tt0056758,tt1688612,tt0465234",NA
Alicia Silverstone,1976,nm0000224,\N,"actress,producer,soundtrack","tt0119086,tt0112697,tt0118688,tt0124298","*father – Ashkenazi Jewish
*mother – Scottish [converted to Judaism]"
Alicia Vikander,1988,nm2539953,\N,"actress,producer,soundtrack","tt1638355,tt1441953,tt0470752,tt0810819","Swedish, small amount of Finnish, distant Baltic German"
Alicia Witt,1975,nm0001860,\N,"actress,soundtrack,music_department","tt0411061,tt0313737,tt0146336,tt0087182","*37.5% Irish
*25% Italian
*18.75% French-Canadian
*12.5% Polish
*6.25% English/possibly other"
Alicja Bachleda,1983,nm0045461,\N,"actress,soundtrack,miscellaneous","tt0399095,tt1706625,tt0420206,tt1235796",NA
Alisha Newton,2001,nm3851019,\N,"actress,producer","tt1094229,tt11640020,tt15432016,tt8323628",NA
Alison Barry,\N,nm3599764,\N,actress,"tt1016283,tt1235796,tt3954992,tt2449122",NA
Alison Bartlett,\N,nm0058772,\N,"actress,soundtrack,writer","tt0141842,tt7491982,tt19371004,tt7718110",NA
Alison Brie,1982,nm1555340,\N,"actress,producer,soundtrack","tt5770786,tt9620292,tt1490017,tt1439629","*father – Scottish, as well as Dutch, English, German, Norwegian
*mother – Ashkenazi Jewish"
Alison Elliott,1970,nm0254362,\N,"actress,soundtrack","tt0111756,tt0443680,tt0120520,tt0117718",NA
Alison Folland,1978,nm0284315,\N,"actress,director,writer","tt0368794,tt0119217,tt0114681,tt0949731",NA
Alison Guh,\N,nm2129858,\N,actress,tt0489286,NA
Alison Haislip,\N,nm1689872,\N,"actress,producer,writer","tt12942256,tt0498878,tt2187319,tt4816364",NA
Alison Lohman,1979,nm0517844,\N,actress,"tt1127180,tt0319061,tt0283139,tt0325805","Irish, German, English, Scottish, 1/32 French-Canadian"
Alison Pill,1985,nm0683467,\N,"actress,soundtrack","tt0446029,tt0480242,tt1013753,tt1456635","*father – Estonian, one eighth Swedish
*mother – Ukrainian, Polish"
Alison Sudol,1984,nm0837223,\N,"soundtrack,actress,writer","tt3183660,tt4123430,tt1586265,tt4123432","Northern Irish, Polish, German, Austrian, English, Scottish, Irish"
Alison Sweeney,1976,nm0842081,\N,"actress,producer,director","tt0058796,tt1169969,tt4621642,tt15758400","*father – German, Irish, English, distant Scottish and Jersey Channel Islander"
Allegra Fulton,\N,nm0298453,\N,"actress,director,writer","tt5580390,tt6470478,tt11525188,tt15201944",NA
Allegra Masters,\N,nm6276713,\N,actress,"tt7210448,tt3118452,tt7107810,tt4545204",NA
Allen Covert,1964,nm0184445,\N,"actor,producer,writer","tt0120888,tt0343660,tt0810913,tt0456554","*father – Ashkenazi Jewish
*mother – Irish, as well as English, Scottish, some German"
Allen Kellogg,1980,nm1851437,\N,"producer,actor,director","tt5861920,tt5178794,tt4596052,tt2072029",NA
Allen Leech,1981,nm1395602,\N,actor,"tt6398184,tt1606375,tt1727824,tt2084970",Irish
Allen Payne,1968,nm0005300,\N,actor,"tt0102526,tt0177971,tt0114825,tt0106500",NA
Alley Mills,1951,nm0589896,\N,"actress,producer,soundtrack","tt0103405,tt0094582,tt0271018,tt0056758",NA
Allie Bertram,1989,nm3635465,\N,actress,"tt0978764,tt2128016,tt1119644,tt1765510",NA
Allie Gonino,1990,nm2436687,\N,"actress,music_department,composer","tt2235902,tt2505072,tt1798274,tt2704578","Italian (paternal grandfather), Cherokee Native American, English, Irish, German, Swiss-German, distant French Huguenot"
Allie Marie Evans,\N,nm7334437,\N,actress,"tt7842256,tt0825283,tt4694268,tt8772296",NA
Allie Rivera Quiñonez,\N,nm2803530,\N,"actress,producer,director","tt0363328,tt4897358,tt6587254,tt9055374",NA
Allison Dunbar,\N,nm0241815,\N,actress,"tt0141842,tt1845307,tt5028002,tt2883562",NA
Allison Janney,1959,nm0005049,\N,"actress,soundtrack,producer","tt0274558,tt1454029,tt0467406,tt5580036","English, smaller amounts of German and Scottish, remote Dutch, likely distant Irish"
Allison Lane,\N,nm2285559,\N,"actress,producer,director","tt5581044,tt1599296,tt0452046,tt3912214",NA
Allison Lange,1978,nm0486068,\N,"actress,writer","tt1670375,tt0448120,tt0261199,tt0485782",NA
Allison Paige,\N,nm2407761,\N,"actress,soundtrack","tt3044682,tt2392261,tt3107288,tt11853308",NA
Allison Scagliotti,1990,nm1270095,\N,"actress,director,soundtrack","tt1132290,tt2145637,tt3868848,tt0796264","Italian (at least one quarter), Irish, German, English, possibly other"
Allison Williams,1988,nm4129745,\N,"actress,soundtrack,writer","tt5052448,tt1723816,tt7772580,tt3972398","Irish, Swedish, German, English, Scottish, distant French"
Ally Sheedy,1962,nm0000639,\N,"actress,producer,soundtrack","tt0086567,tt0088847,tt0139362,tt0091949","*father – Irish, German
*mother – Ashkenazi Jewish"
Allyson Sereboff,\N,nm1968388,\N,"actress,producer,miscellaneous","tt8125416,tt13317322,tt13060796,tt0462485",NA
Alora Adams,\N,nm13476124,\N,actress,tt1295085,NA
Alphonse Menyo,\N,nm6750035,\N,"actor,producer","tt6763248,tt10508774,tt21945562,tt3735554",NA
Alphonso McAuley,\N,nm1593505,\N,"actor,writer,director","tt0385726,tt1446147,tt2463288,tt0396592",NA
Alvin 'Porky' Holland,\N,nm2284803,\N,actor,tt0810821,NA
Aly Michalka,1989,nm1425528,\N,"actress,soundtrack,producer","tt1282140,tt4443838,tt2516304,tt3501584","*father – German
*mother – German, English, Irish, Scottish, Welsh"
Alyce LaTourelle,1970,nm0490348,\N,actress,"tt0169299,tt0175553,tt0098878,tt0177513",NA
Alycia Debnam-Carey,1993,nm1486317,\N,"actress,director","tt3743822,tt2106361,tt2661044,tt3352390",NA
Alycia Delmore,1977,nm3195983,\N,"actress,producer,director","tt3243764,tt6598626,tt1334537,tt1558259",NA
Alyson Hannigan,1974,nm0004989,\N,"actress,producer,soundtrack","tt0118276,tt0163651,tt1605630,tt0460649","*Irish (father)
*Ashkenazi Jewish (mother)"
Alyson Stoner,1993,nm1351987,\N,"actress,soundtrack,miscellaneous","tt0852863,tt0452598,tt0349205,tt0462590","German, English, as well as French-Canadian, Swiss-German, Irish, Scottish, Welsh"
Alyssa Lobit,\N,nm1024762,\N,"actress,writer,producer","tt4242360,tt1984110,tt1109642",NA
Alyssa Milano,1972,nm0000192,\N,"actress,producer,soundtrack","tt0086827,tt0088944,tt0116287,tt0158552",Italian
Amanda Baker,1979,nm0048220,\N,actress,"tt13241942,tt0056758,tt0065272,tt1039251",NA
Amanda Barton,\N,nm0059088,\N,"actress,costume_designer,writer","tt5759590,tt0462193,tt0460800,tt5312612",NA
Amanda Brooks,\N,nm1107178,\N,"actress,producer","tt4816626,tt3768572,tt5634092,tt2281375",NA
Amanda Bynes,1986,nm0004789,\N,"actress,soundtrack,writer","tt0454945,tt0427327,tt0286788,tt1282140","*father – Polish, as well as Lithuanian, Irish
*mother – Ashkenazi Jewish"
Amanda Cook,\N,nm1905860,\N,"actress,producer,assistant_director","tt8941450,tt5717194,tt10331140,tt5471472",NA
Amanda Crew,\N,nm1468739,\N,"actress,director,writer","tt0492044,tt0414982,tt1135985,tt1655441",NA
Amanda Day,\N,nm1265573,\N,"actress,producer,art_director","tt5929896,tt1717177,tt1711478,tt3195292",NA
Amanda Detmer,1971,nm0221902,\N,actress,"tt0463034,tt0265298,tt0268995,tt0195714","German, English, Scottish, Danish, Irish"
Amanda Douge,1976,nm0234807,\N,actress,"tt0094525,tt0111407,tt0112173,tt4192812",NA
Amanda Gari,\N,nm2988691,\N,"actress,soundtrack,miscellaneous","tt1604099,tt1198142,tt15197854,tt4204106",NA
Amanda Good Hennessey,\N,nm2588745,\N,"actress,writer,producer","tt2382060,tt1914369,tt2404463,tt3076230",NA
Amanda Lamberti,\N,nm1272293,\N,"actress,producer","tt8905830,tt0497457,tt0328985,tt0337609",NA
Amanda Peet,1972,nm0001605,\N,"actress,writer,producer","tt0309698,tt1190080,tt0391304,tt0190138","*English, Scottish, German (father)
*Ashkenazi Jewish (mother)"
Amanda Righetti,1983,nm1119462,\N,"actress,producer,miscellaneous","tt0458339,tt0758746,tt0362359,tt1196946","*Italian (father)
*German, French, English (mother)"
Amanda Schull,1978,nm0776040,\N,actress,"tt1632701,tt0210616,tt1578873,tt3148266","English, as well as German, Austrian, Irish, more distant Scots-Irish/Northern Irish and Scottish, likely some French"
Amanda Seyfried,1985,nm1086543,\N,"actress,soundtrack,producer","tt1707386,tt0892318,tt0377092,tt0989757","German, smaller amounts of Welsh, Swiss-German, Scottish, Scots-Irish/Northern Irish, and English, remote French"
Amanda Tapping,1965,nm0850102,\N,"actress,producer,director","tt0929629,tt1954843,tt0965394,tt0118480",NA
Amandla Stenberg,1998,nm3964350,\N,"actress,soundtrack,miscellaneous","tt5580266,tt5001718,tt8110652,tt1392170","*father – Danish, Greenlandic/Inuit
*mother – African-American"
Amara Miller,2000,nm3837786,\N,"actress,miscellaneous","tt15726624,tt1033575,tt2266639",NA
Amber Armstrong,\N,nm2910808,\N,"actress,writer,director","tt1934254,tt2822280,tt1179904,tt2324178",NA
Amber Benson,1977,nm0072435,\N,"actress,writer,director","tt0282410,tt0106627,tt0118276,tt0345551","*Ashkenazi Jewish (father)
*Irish, possibly other (mother)"
Amber Connor,\N,nm2415873,\N,"actress,miscellaneous","tt5792582,tt14991224,tt10329024,tt22049594",NA
Amber Heard,1986,nm1720028,\N,"actress,producer,soundtrack","tt1502404,tt1477834,tt2172934,tt0376136","Scots-Irish/Northern Irish, English, Irish, German, Scottish, Welsh"
Amber Jaeger,\N,nm1048247,\N,actress,"tt3891834,tt1261954,tt1327763,tt0804541",NA
Amber Joy Williams,1998,nm2351281,\N,actress,"tt0841032,tt1267319,tt0098844,tt1361856",NA
Amber Marie Bollinger,\N,nm2592497,\N,"actress,writer,producer","tt2975584,tt1560976,tt2117984,tt3153582",NA
Amber Nelson,\N,nm3409815,\N,"actress,writer,producer","tt16287250,tt6706252,tt4490348,tt16287274",NA
Amber Rose Revah,1986,nm2362244,\N,actress,"tt3706628,tt5675620,tt3210686,tt1179034","*Kenyan Indian (father)
*Ashkenazi Jewish (mother)"
Amber Tamblyn,1983,nm0848554,\N,"actress,producer,writer","tt1018785,tt0298130,tt0403508,tt0367345","Scottish, English, some Scots-Irish/Northern Irish and Cornish"
Amber Valletta,1974,nm0005520,\N,"actress,producer","tt0388482,tt0386588,tt1034032,tt0455760","*father – Italian, Portuguese
*mother – English, Cherokee Native American"
Ambyr Childers,1988,nm1024107,\N,"actress,producer","tt2309021,tt1560747,tt1321870,tt3480796",NA
Amelia Cooke,\N,nm1640327,\N,actress,"tt0410650,tt0313043,tt0820466,tt0428174",NA
Amelia Heinle,1973,nm0374416,\N,actress,"tt0165854,tt0065272,tt0085049,tt0069658","German, English, Irish, Scottish, Scots-Irish/Northern Irish, one eighth Swedish, some French, Swiss-German and Welsh, distant Dutch"
Amelia Jackson-Gray,\N,nm2352176,\N,"actress,writer,producer","tt1790886,tt2881466,tt3856926,tt4023848",NA
Amelia Steege,\N,nm6008392,\N,"actress,art_department,camera_department","tt10359764,tt3252360",NA
Amelia Talbot,\N,nm3576166,\N,actress,"tt1482457,tt1438251",NA
America Ferrera,1984,nm1065229,\N,"actress,producer,director","tt0892769,tt1646971,tt0805669,tt0403508","Honduran [Spanish, Indigenous, other], as well as likely 1/32 Swedish Jewish"
