nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0000422,John Goodman,1952,\N,"actor,soundtrack,producer","tt1024648,tt1179933,tt1907668,tt0101410"
nm0000424,Hugh Grant,1960,\N,"actor,soundtrack","tt0314331,tt0109831,tt0125439,tt0276751"
nm0000426,Jennifer Grey,1960,\N,"actress,producer,soundtrack","tt2013293,tt0092890,tt0091042,tt0087985"
nm0000427,Pam Grier,1949,\N,"actress,soundtrack,writer","tt0228333,tt0071517,tt0069897,tt0119396"
nm0000429,Melanie Griffith,1957,\N,"actress,producer","tt0117107,tt0096463,tt0091983,tt0086984"
nm0000430,Steve Guttenberg,1958,\N,"actor,producer,soundtrack","tt0098966,tt0094137,tt0091949,tt0087928"
nm0000432,Gene Hackman,1930,\N,"actor,soundtrack,producer","tt0105695,tt0265666,tt0069113,tt0067116"
nm0000435,Daryl Hannah,1960,\N,"actress,producer,soundtrack","tt0094291,tt0378194,tt0083658,tt0088161"
nm0000437,Woody Harrelson,1961,\N,"actor,producer,soundtrack","tt1156398,tt0110632,tt2356777,tt0117318"
nm0000438,Ed Harris,1950,\N,"actor,producer,director","tt0120382,tt0800308,tt0112384,tt0183659"
nm0000439,Neil Patrick Harris,1973,\N,"actor,producer,soundtrack","tt2267998,tt4834206,tt0120201,tt0460649"
nm0000441,Noah Hathaway,1971,\N,"actor,miscellaneous,producer","tt0088323,tt0077215,tt0092115,tt0076984"
nm0000442,Rutger Hauer,1944,2019,"actor,producer,director","tt0083658,tt1640459,tt0401792,tt0091209"
nm0000443,Goldie Hawn,1945,\N,"actress,soundtrack,producer","tt0116313,tt0081375,tt0104070,tt0093693"
nm0000444,Glenne Headly,1955,2017,actress,"tt2229499,tt0095031,tt0099422,tt0113862"
nm0000446,Mariel Hemingway,1961,\N,"actress,producer,soundtrack","tt0079522,tt0208874,tt0159730,tt0094074"
nm0000448,Lance Henriksen,1940,\N,"actor,producer,miscellaneous","tt0090605,tt0114214,tt0370263,tt0107076"
nm0000449,Natasha Henstridge,1974,\N,"actress,producer,soundtrack","tt0190138,tt0114508,tt0120841,tt0228333"
nm0000450,Philip Seymour Hoffman,1967,2014,"actor,producer,soundtrack","tt1560747,tt0181875,tt0379725,tt0472062"
nm0000451,Gaby Hoffmann,1982,\N,"actress,soundtrack,director","tt0114011,tt0098554,tt0097351,tt0116242"
nm0000452,Lauren Holly,1963,\N,"actress,producer,soundtrack","tt0109686,tt0207201,tt0103512,tt0106770"
nm0000453,Ian Holm,1931,2020,"actor,soundtrack,animation_department","tt0382932,tt0167260,tt0120737,tt0088846"
nm0000454,Dennis Hopper,1936,2010,"actor,director,writer","tt0114898,tt0090756,tt0111257,tt0064276"
nm0000456,Holly Hunter,1958,\N,"actress,producer,soundtrack","tt0328538,tt3606756,tt0107822,tt0092699"
nm0000457,John Hurt,1940,2017,"actor,soundtrack","tt0077928,tt0087803,tt0080678,tt0078748"
nm0000458,William Hurt,1950,2022,"actor,producer","tt0120738,tt0092699,tt0080360,tt0399146"
nm0000459,Timothy Hutton,1960,\N,"actor,producer,director","tt0343737,tt0115639,tt0081283,tt1103987"
nm0000460,Jeremy Irons,1948,\N,"actor,soundtrack,producer","tt2094766,tt0110357,tt0094964,tt2975590"
nm0000461,Michael Ironside,1950,\N,"actor,producer,writer","tt0081455,tt0120201,tt0092099,tt0100802"
nm0000462,Kate Jackson,1948,\N,"actress,producer,director","tt0084293,tt0059978,tt0073972,tt0085088"
nm0000463,Famke Janssen,1964,\N,"actress,writer,director","tt0376994,tt0185371,tt0120903,tt0113189"
nm0000465,Ron Jeremy,1953,\N,"actor,director,writer","tt0120577,tt0165710,tt0144117,tt0124819"
nm0000467,Don Johnson,1949,\N,"actor,producer,soundtrack","tt0086759,tt8946378,tt1853728,tt0072730"
nm0000469,James Earl Jones,1931,\N,"actor,soundtrack","tt3748528,tt6105098,tt0086190,tt0099810"
nm0000470,Jeffrey Jones,1946,\N,"actor,soundtrack,miscellaneous","tt0091225,tt0109707,tt0091042,tt0086879"
nm0000473,Diane Keaton,1946,\N,"actress,producer,director","tt0082979,tt0337741,tt0356680,tt0075686"
nm0000474,Michael Keaton,1951,\N,"actor,miscellaneous,producer","tt0096895,tt2562232,tt4276820,tt1895587"
nm0000476,Sally Kirkland,1941,\N,"actress,producer,miscellaneous","tt0070903,tt0092569,tt0102138,tt3216866"
nm0000477,Mia Kirshner,1975,\N,actress,"tt0285331,tt0115986,tt0277371,tt0387877"
nm0000479,Walter Koenig,1936,\N,"actor,writer,producer","tt0102975,tt0060028,tt0084726,tt0092007"
nm0000480,Elias Koteas,1961,\N,"actor,producer","tt0822854,tt0114194,tt0100758,tt0120863"
nm0000481,Alice Krige,1954,\N,"actress,producer,writer","tt0105428,tt0117731,tt1981115,tt9086228"
nm0000483,Christopher Lambert,1957,\N,"actor,producer,writer","tt0106950,tt0090095,tt0091203,tt0113855"
nm0000486,Heather Langenkamp,1964,\N,"actress,special_effects,make_up_department","tt0111686,tt13444912,tt0094490,tt0087800"
nm0000489,Christopher Lee,1922,2015,"actor,soundtrack,miscellaneous","tt0120737,tt0070917,tt0121765,tt0167261"
nm0000491,John Leguizamo,1960,\N,"actor,producer,writer","tt0162677,tt0117509,tt0120177,tt0203009"
nm0000492,Jennifer Jason Leigh,1962,\N,"actress,producer,soundtrack","tt0105414,tt0108122,tt3460252,tt0109642"
nm0000493,Jack Lemmon,1925,2001,"actor,soundtrack,producer","tt0107050,tt0053291,tt0053604,tt0104348"
nm0000494,Robert Sean Leonard,1969,\N,"actor,soundtrack","tt0097165,tt0106226,tt0107616,tt0412142"
nm0000495,Téa Leoni,1966,\N,"actress,producer,soundtrack","tt0120647,tt0371246,tt0218967,tt0163025"
nm0000496,Juliette Lewis,1973,\N,"actress,soundtrack,director","tt0101540,tt0116367,tt1322269,tt0110632"
nm0000497,Jennifer Lien,1974,\N,"actress,producer,script_department","tt0133189,tt0112178,tt0106100,tt0120586"
nm0000498,Matthew Lillard,1970,\N,"actor,soundtrack,producer","tt1033575,tt0267913,tt0133189,tt0331632"
nm0000499,Bai Ling,\N,\N,"actress,producer,writer","tt0109506,tt1121931,tt0119994,tt0405336"
nm0000501,Ray Liotta,1954,2022,"actor,producer,soundtrack","tt0272207,tt0365686,tt0091983,tt0099685"
nm0000502,Christopher Lloyd,1938,\N,"actor,soundtrack,producer","tt0088763,tt0106220,tt0101272,tt0096438"
nm0000505,Nia Long,1970,\N,"actress,producer,soundtrack","tt0181984,tt2083355,tt0208003,tt0168501"
nm0000506,Julia Louis-Dreyfus,1961,\N,"actress,producer,soundtrack","tt2390361,tt1759761,tt0462128,tt0098904"
nm0000507,Rob Lowe,1964,\N,"actor,producer,soundtrack","tt0105793,tt0145660,tt0090060,tt0086066"
nm0000510,Andie MacDowell,1958,\N,"actress,producer,soundtrack","tt0109831,tt0098724,tt0102070,tt0107048"
nm0000511,Shirley MacLaine,1934,\N,"actress,soundtrack,writer","tt0053604,tt0098384,tt0048750,tt0086425"
nm0000513,William H. Macy,1950,\N,"actor,writer,director","tt0175880,tt0116282,tt1586680,tt0118749"
nm0000514,Michael Madsen,1957,\N,"actor,producer,writer","tt0105236,tt3460252,tt0266697,tt0114508"
nm0000515,Virginia Madsen,1961,\N,"actress,soundtrack,producer","tt0492044,tt0103919,tt0375063,tt0114194"
nm0000516,Lee Majors,1939,\N,"actor,music_department,producer","tt0081859,tt0096061,tt0058791,tt0071054"
nm0000518,John Malkovich,1953,\N,"actor,producer,writer","tt0107206,tt0120601,tt0094947,tt0887883"
nm0000521,Sophie Marceau,1966,\N,"actress,director,writer","tt0082100,tt0143145,tt0112573,tt1194616"
nm0000523,Julianna Margulies,1966,\N,"actress,producer,soundtrack","tt0108757,tt0288477,tt0417148,tt1174730"
nm0000525,Heather Matarazzo,1982,\N,"actress,producer,director","tt0498353,tt0114906,tt0120577,tt0247638"
nm0000526,Samantha Mathis,1970,\N,"actress,soundtrack,executive","tt0100436,tt0115759,tt0144084,tt0108255"
nm0000527,Walter Matthau,1920,2000,"actor,soundtrack,director","tt0072251,tt0056923,tt0060424,tt0063374"
nm0000529,Debi Mazar,1964,\N,"actress,make_up_department,producer","tt0106375,tt0140352,tt0112950,tt1674771"
nm0000530,Andrew McCarthy,1962,\N,"actor,director,producer","tt0098627,tt2372162,tt0091790,tt2741602"
nm0000531,Frances McDormand,1957,\N,"actress,producer,soundtrack","tt5027774,tt0181875,tt0116282,tt1748122"
nm0000532,Malcolm McDowell,1943,\N,"actor,producer,soundtrack","tt0111280,tt0080025,tt0066921,tt0373883"
nm0000534,Kelly McGillis,1957,\N,"actress,producer,soundtrack","tt0092099,tt0090329,tt1464580,tt0094608"
nm0000535,Rose McGowan,1973,\N,"actress,soundtrack,producer","tt0462322,tt0158552,tt1077258,tt0155776"
nm0000538,Colm Meaney,1953,\N,"actor,soundtrack,producer","tt0105690,tt0375912,tt0118880,tt0106145"
nm0000539,Dina Meyer,1968,\N,"actress,producer","tt0253754,tt0387564,tt0120201,tt0113481"
nm0000541,Bette Midler,1945,\N,"soundtrack,actress,producer","tt0094715,tt0091877,tt0107120,tt0116313"
nm0000542,Penelope Ann Miller,1964,\N,"actress,soundtrack","tt0099938,tt0099615,tt1655442,tt0106519"
nm0000545,Helen Mirren,1945,\N,"actress,producer,director","tt1245526,tt0975645,tt0436697,tt0280707"
nm0000546,Matthew Modine,1959,\N,"actor,producer,director","tt2932536,tt0093058,tt0112760,tt1345836"
nm0000547,Alfred Molina,1953,\N,"actor,producer,soundtrack","tt0118749,tt0175880,tt0316654,tt0120679"
nm0000549,Roger Moore,1927,2017,"actor,miscellaneous,producer","tt0070328,tt0071807,tt0076752,tt0079574"
nm0000551,Dermot Mulroney,1963,\N,"actor,soundtrack,music_department","tt0119738,tt1322269,tt0356680,tt0096487"
nm0000552,Eddie Murphy,1961,\N,"actor,writer,producer","tt0094898,tt0117218,tt0126029,tt0443489"
nm0000553,Liam Neeson,1952,\N,"actor,producer,soundtrack","tt0362269,tt0429493,tt0108052,tt1601913"
nm0000554,Sam Neill,1947,\N,"actor,producer,director","tt4698684,tt0163025,tt0107822,tt0107290"
nm0000555,Judd Nelson,1959,\N,"actor,writer,producer","tt0090060,tt0092106,tt0102526,tt0088847"
nm0000556,Olivia Newton-John,1948,2022,"music_artist,soundtrack,actress","tt0119094,tt0077631,tt0086494,tt0081777"
nm0000558,Leslie Nielsen,1926,2010,"actor,producer,soundtrack","tt0095705,tt0080339,tt0102510,tt0120901"
nm0000559,Leonard Nimoy,1931,2015,"actor,director,soundtrack","tt0102975,tt0092007,tt0088170,tt0796366"
nm0000560,Nick Nolte,1941,\N,"actor,producer,soundtrack","tt0120863,tt0102713,tt1291584,tt0118564"
nm0000562,Jeremy Northam,1961,\N,"actor,soundtrack","tt0116191,tt0155388,tt0280707,tt0284978"
nm0000563,Chris O'Donnell,1970,\N,"actor,producer,director","tt0105323,tt0190865,tt0118688,tt0108333"
nm0000564,Peter O'Toole,1932,2013,"actor,soundtrack,producer","tt0063227,tt0332452,tt0081568,tt0056172"
nm0000565,Lena Olin,1955,\N,actress,"tt0285333,tt0107983,tt0241303,tt0096332"
nm0000566,Julia Ormond,1965,\N,"actress,producer","tt0113071,tt0114319,tt1655420,tt0421715"
nm0000569,Gwyneth Paltrow,1972,\N,"actress,producer,soundtrack","tt0120148,tt0116191,tt1300854,tt0138097"
nm0000571,Mary-Louise Parker,1964,\N,"actress,producer,soundtrack","tt0439100,tt1821694,tt1245526,tt0790736"
nm0000572,Sarah Jessica Parker,1965,\N,"actress,producer,miscellaneous","tt1261945,tt1000774,tt0356680,tt0159206"
nm0000573,Dolly Parton,1946,\N,"music_artist,soundtrack,music_department","tt0073984,tt0092342,tt0080319,tt0162822"
nm0000574,Jason Patric,1966,\N,"actor,producer","tt0117665,tt0120179,tt0093437,tt0480255"
nm0000575,Alexandra Paul,1963,\N,"actress,producer,writer","tt0092925,tt14112080,tt0117723,tt0085333"
nm0000576,Sean Penn,1960,\N,"actor,director,producer","tt0112818,tt0327056,tt0315733,tt1013753"
nm0000579,Ron Perlman,1950,\N,"actor,producer,soundtrack","tt0092319,tt3973768,tt0411477,tt0167190"
nm0000580,Luke Perry,1966,2019,"actor,producer,soundtrack","tt0098749,tt7131622,tt0119116,tt0103893"
nm0000582,Joe Pesci,1943,\N,"actor,soundtrack","tt0099685,tt1302006,tt0104952,tt0081398"
nm0000585,Robert Picardo,1953,\N,"actor,soundtrack,writer","tt0112178,tt0094433,tt0093260,tt0117731"
nm0000586,Jada Pinkett Smith,1971,\N,"producer,actress,writer","tt0242653,tt0369339,tt0120082,tt0234215"
nm0000588,Martha Plimpton,1970,\N,"actress,soundtrack,writer","tt0089218,tt0115639,tt0098067,tt0091557"
nm0000592,Pete Postlethwaite,1946,2011,"actor,producer","tt1375666,tt0119567,tt0114814,tt0840361"
nm0000593,Kelly Preston,1962,2020,"actress,soundtrack","tt0116695,tt0126916,tt0185183,tt0312528"
nm0000594,Jason Priestley,1969,\N,"actor,producer,director","tt5722298,tt2334593,tt1558182,tt0098749"
nm0000596,Jonathan Pryce,1947,\N,"actor,soundtrack,producer","tt0120347,tt8404614,tt3750872,tt0104348"
nm0000597,Bill Pullman,1953,\N,"actor,director,soundtrack","tt0116629,tt0094012,tt1628841,tt0116922"
nm0000598,Dennis Quaid,1954,\N,"actor,producer,soundtrack","tt0297884,tt0319262,tt0186151,tt0093260"
nm0000599,Kathleen Quinlan,1954,\N,"actress,producer,director","tt0101761,tt0069704,tt0118771,tt0112384"
nm0000602,Robert Redford,1936,\N,"producer,actor,director","tt0064115,tt0087781,tt0081283,tt0074119"
nm0000603,Vanessa Redgrave,1937,\N,"actress,soundtrack,producer","tt1372686,tt0783233,tt0104454,tt0892318"
nm0000604,John C. Reilly,1965,\N,"actor,writer,producer","tt0118749,tt0299658,tt0841046,tt2015381"
nm0000605,Brad Renfro,1982,2008,"actor,soundtrack,writer","tt0112757,tt0109446,tt0118636,tt0117665"
nm0000606,Jean Reno,1948,\N,actor,"tt0383216,tt0095250,tt0122690,tt0110413"
nm0000608,Burt Reynolds,1936,2018,"actor,director,producer","tt0118749,tt0068473,tt0076729,tt0117765"
nm0000609,Ving Rhames,1959,\N,"actor,producer,writer","tt2381249,tt0110912,tt0120755,tt0163988"
nm0000610,Giovanni Ribisi,1974,\N,"actor,producer,cinematographer","tt0346156,tt0499549,tt0219699,tt0181984"
nm0000612,Denise Richards,1971,\N,"actress,producer,soundtrack","tt0120890,tt0143145,tt0120201,tt0314331"
nm0000613,Joely Richardson,1965,\N,"actress,producer,soundtrack","tt0187393,tt0361217,tt1881002,tt1932718"
nm0000614,Alan Rickman,1946,2016,"actor,soundtrack,writer","tt0095016,tt0102798,tt0408236,tt0177789"
nm0000616,Eric Roberts,1956,\N,"actor,producer,soundtrack","tt1791528,tt0089941,tt1320253,tt0468569"
nm0000618,Isabella Rossellini,1952,\N,"actress,director,writer","tt0090756,tt0104070,tt0106881,tt2316411"
nm0000619,Tim Roth,1961,\N,"actor,producer,soundtrack","tt0110912,tt3460252,tt0114287,tt0133152"
nm0000620,Mickey Rourke,1952,\N,"actor,writer,producer","tt0092563,tt0401792,tt1125849,tt1228705"
nm0000621,Kurt Russell,1951,\N,"actor,producer,soundtrack","tt0116225,tt3460252,tt0116253,tt3896198"
nm0000622,Theresa Russell,1957,\N,"actress,soundtrack,miscellaneous","tt0080408,tt0120890,tt0413300,tt0098093"
nm0000623,Rene Russo,1954,\N,"actress,producer","tt0113161,tt2872718,tt0117438,tt0155267"
nm0000624,Laura San Giacomo,1961,\N,"actress,soundtrack","tt0102744,tt0100405,tt0098724,tt0118364"
nm0000627,Greta Scacchi,1960,\N,actress,"tt0102900,tt0116191,tt0105151,tt0217629"
nm0000628,Johnathon Schaech,1969,\N,"actor,writer,producer","tt0117887,tt0926129,tt0159276,tt11695190"
nm0000630,Liev Schreiber,1967,\N,"actor,producer,miscellaneous","tt0368008,tt0404030,tt0458525,tt1895587"
nm0000633,Tom Selleck,1945,\N,"actor,producer,writer","tt0119360,tt0094137,tt1595859,tt0080240"
nm0000638,William Shatner,1931,\N,"actor,producer,writer","tt0092007,tt0098382,tt0088170,tt0084726"
nm0000639,Ally Sheedy,1962,\N,"actress,producer,soundtrack","tt0086567,tt0088847,tt0139362,tt0091949"
nm0000640,Martin Sheen,1940,\N,"actor,producer,soundtrack","tt0069762,tt1441912,tt0407887,tt0078788"
nm0000641,Gary Sinise,1955,\N,"actor,producer,director","tt0117438,tt0105046,tt0112384,tt0109830"
nm0000643,Tom Skerritt,1933,\N,"actor,director,producer","tt0098384,tt0092099,tt0118884,tt0078748"
nm0000648,Wesley Snipes,1962,\N,"actor,producer,soundtrack","tt0106697,tt0105812,tt0102526,tt0120611"
nm0000649,Paul Sorvino,1939,2022,"actor,soundtrack,director","tt0963194,tt0099685,tt0113987,tt0102803"
nm0000651,Sissy Spacek,1949,\N,"actress,soundtrack,art_department","tt1454029,tt0247425,tt0074285,tt0080549"
nm0000652,James Spader,1960,\N,"actor,producer,soundtrack","tt0098724,tt0402711,tt2395427,tt2741602"
nm0000653,Brent Spiner,1949,\N,"actor,soundtrack,director","tt1628841,tt0111280,tt0117731,tt0253754"
nm0000654,Terence Stamp,1938,\N,"actor,soundtrack,director","tt1047011,tt0165854,tt0109045,tt1385826"
nm0000655,Eric Stoltz,1961,\N,"actor,producer,director","tt0289879,tt0094006,tt0089560,tt0110912"
nm0000656,Madeleine Stowe,1958,\N,"actress,director,writer","tt0144214,tt0108122,tt0114746,tt0104691"
nm0000657,David Strathairn,1949,\N,"actor,producer,soundtrack","tt0433383,tt0831387,tt0443272,tt0119488"
nm0000658,Meryl Streep,1949,\N,"actress,soundtrack,producer","tt1322269,tt0084707,tt0089755,tt0458352"
nm0000659,Barbra Streisand,1942,\N,"music_artist,soundtrack,actress","tt0070903,tt0117057,tt0062994,tt0086619"
nm0000661,Donald Sutherland,1935,\N,"actor,soundtrack,producer","tt1951265,tt1951264,tt0414387,tt0077745"
nm0000662,Kiefer Sutherland,1966,\N,"actor,producer,miscellaneous","tt0285331,tt0790686,tt1527186,tt0183649"
nm0000663,Dominique Swain,1980,\N,"actress,producer,assistant_director","tt0119094,tt0203975,tt0426883,tt0119558"
nm0000664,Patrick Swayze,1952,2009,"actor,soundtrack,producer","tt0099653,tt0092890,tt0102685,tt0098206"
nm0000665,D.B. Sweeney,\N,\N,"actor,soundtrack,director","tt0104040,tt0106912,tt0463963,tt10128846"
nm0000666,Lili Taylor,1967,\N,"actress,writer,soundtrack","tt0116594,tt1457767,tt3488298"
nm0000667,David Thewlis,1963,\N,"actor,soundtrack,writer","tt0466909,tt1201607,tt2980516,tt0107653"
nm0000668,Emma Thompson,1959,\N,"actress,writer,soundtrack","tt0314331,tt2140373,tt0114388,tt0107943"
nm0000669,Fred Thompson,1942,2015,actor,"tt0109190,tt0093640,tt0099423,tt0099810"
nm0000670,Lea Thompson,1961,\N,"actress,director,producer","tt0088763,tt1727381,tt5039578,tt1758772"
nm0000671,Billy Bob Thornton,1955,\N,"actor,writer,soundtrack","tt0120324,tt0243133,tt0117666,tt0120591"
nm0000673,Marisa Tomei,1964,\N,"actress,producer,soundtrack","tt1596363,tt0104952,tt0247425,tt1125849"
nm0000675,Jeanne Tripplehorn,1963,\N,"actress,soundtrack","tt0103772,tt0114898,tt0106918,tt0120148"
nm0000676,Chris Tucker,1971,\N,"actor,soundtrack,writer","tt0120812,tt0266915,tt1045658,tt0293564"
nm0000677,Robin Tunney,1972,\N,"actress,soundtrack","tt0190865,tt0112950,tt0146675,tt0115963"
nm0000678,Kathleen Turner,1954,\N,"actress,soundtrack,producer","tt0088011,tt0091738,tt0111127,tt0082089"
nm0000679,Deborah Kara Unger,1966,\N,"actress,producer,miscellaneous","tt0328538,tt1441912,tt0119174,tt0317042"
nm0000680,Casper Van Dien,1968,\N,"actor,producer,director","tt0437086,tt0120856,tt0162661,tt0120201"
nm0000681,Vince Vaughn,1970,\N,"producer,actor,writer","tt0396269,tt0452594,tt1078940,tt5657856"
nm0000684,Nana Visitor,1957,\N,"actress,soundtrack","tt2637276,tt0758746,tt0106145,tt1334102"
nm0000685,Jon Voight,1938,\N,"actor,producer,writer","tt0068473,tt0064665,tt0089941,tt0118615"
nm0000686,Christopher Walken,1943,\N,"actor,soundtrack,producer","tt0114194,tt0427327,tt0264464,tt0077416"
nm0000688,Sela Ward,1956,\N,"actress,producer","tt0106977,tt1628841,tt0338096,tt2267998"
nm0000690,Lesley Ann Warren,1946,\N,"actress,soundtrack,producer","tt0057950,tt0084865,tt0088930,tt0410975"
nm0000693,Peter Weller,1947,\N,"actor,director,soundtrack","tt0102511,tt0100502,tt0086856,tt0093870"
nm0000695,Joanne Whalley,1961,\N,actress,"tt0096446,tt0090521,tt0090424,tt0120483"
nm0000698,Gene Wilder,1933,2016,"actor,soundtrack,writer","tt0072431,tt0063462,tt0067992,tt0098282"
nm0000699,Michael Wincott,1958,\N,actor,"tt0114558,tt0102798,tt0109506,tt0108333"
nm0000700,Debra Winger,1955,\N,"actress,soundtrack,producer","tt0081696,tt0084434,tt0086425,tt1084950"
nm0000701,Kate Winslet,1975,\N,"actress,producer,soundtrack","tt0959337,tt0120338,tt0338013,tt0114388"
nm0000702,Reese Witherspoon,1976,\N,"producer,actress,soundtrack","tt0358273,tt0126886,tt0250494,tt2305051"
nm0000703,BD Wong,1960,\N,"actor,soundtrack,director","tt0107290,tt4158110,tt0369610,tt0120762"
nm0000704,Elijah Wood,1981,\N,"actor,producer,soundtrack","tt0120737,tt0167261,tt0338013,tt0167260"
nm0000705,Robin Wright,1966,\N,"actress,producer,director","tt0109830,tt0217869,tt0442933,tt0093779"
nm0000706,Michelle Yeoh,1962,\N,"actress,producer,writer","tt0120347,tt3104988,tt0190332,tt6710474"
nm0000707,Sean Young,1959,\N,"actress,miscellaneous,director","tt0093640,tt1856101,tt0083658,tt0087182"
nm0000708,Billy Zane,1966,\N,"actor,producer,soundtrack","tt0097162,tt0117331,tt0096874,tt0120338"
nm0000715,Caroline Aaron,1952,\N,"actress,producer,miscellaneous","tt0099487,tt1232829,tt0118954,tt0108160"
nm0000718,Ian Abercrombie,1934,2012,"actor,miscellaneous","tt0106308,tt0106220,tt1185834,tt0312098"
nm0000719,F. Murray Abraham,1939,\N,"actor,soundtrack","tt0113819,tt2278388,tt2042568,tt0086879"
nm0000725,Joey Lauren Adams,1968,\N,"actress,soundtrack,director","tt0106677,tt2996684,tt0142342,tt0118842"
nm0000729,Casey Affleck,1975,\N,"actor,producer,writer","tt0443680,tt6063090,tt6265828,tt4034228"
